,,,,,,,,
,,,,,,,,
"  Zon : Pendang, Kuala Muda, Yan",,,,,,,,
,,,,,,,,
  Jumlah Rekod Tahun 2017 di dalam dokumen ini : 365,,,,,,,,
,,,,,,,,
Bil,Tarikh,imsak,subuh,syuruk,zohor,asar,maghrib,isyak
43,12/2/2017,6:06,6:16,7:33,13:34,16:55,19:31,20:42
44,13/2/2017,6:06,6:16,7:33,13:34,16:55,19:31,20:42
45,14/2/2017,6:06,6:16,7:33,13:34,16:55,19:32,20:42
46,15/2/2017,6:06,6:16,7:33,13:34,16:55,19:32,20:42
47,16/2/2017,6:06,6:16,7:33,13:34,16:54,19:32,20:42
48,17/2/2017,6:06,6:16,7:32,13:34,16:54,19:32,20:42
49,18/2/2017,6:06,6:16,7:32,13:34,16:54,19:32,20:42
50,19/2/2017,6:06,6:16,7:32,13:34,16:54,19:32,20:42
51,20/2/2017,6:06,6:16,7:32,13:34,16:53,19:32,20:42
52,21/2/2017,6:05,6:15,7:32,13:33,16:53,19:32,20:42
53,22/2/2017,6:05,6:15,7:31,13:33,16:53,19:32,20:42
54,23/2/2017,6:05,6:15,7:31,13:33,16:52,19:32,20:42
55,24/2/2017,6:05,6:15,7:31,13:33,16:52,19:32,20:42
56,25/2/2017,6:04,6:14,7:30,13:33,16:52,19:32,20:42
57,26/2/2017,6:04,6:14,7:30,13:33,16:51,19:32,20:42
58,27/2/2017,6:04,6:14,7:30,13:33,16:51,19:32,20:42
59,28/2/2017,6:04,6:14,7:29,13:32,16:50,19:32,20:42
60,1/3/2017,6:04,6:14,7:29,13:32,16:49,19:32,20:42
61,2/3/2017,6:04,6:14,7:29,13:32,16:49,19:32,20:42
62,3/3/2017,6:04,6:14,7:28,13:32,16:48,19:32,20:42
63,4/3/2017,6:03,6:13,7:28,13:32,16:48,19:32,20:41
64,5/3/2017,6:03,6:13,7:28,13:31,16:47,19:32,20:41
65,6/3/2017,6:03,6:13,7:27,13:31,16:46,19:32,20:41
66,7/3/2017,6:02,6:12,7:27,13:31,16:46,19:32,20:41
67,8/3/2017,6:02,6:12,7:26,13:31,16:45,19:32,20:41
68,9/3/2017,6:02,6:12,7:26,13:30,16:45,19:32,20:41
69,10/3/2017,6:01,6:11,7:25,13:30,16:44,19:32,20:41
70,11/3/2017,6:01,6:11,7:25,13:30,16:44,19:32,20:41
71,12/3/2017,6:00,6:10,7:25,13:30,16:43,19:31,20:41
72,13/3/2017,6:00,6:10,7:24,13:29,16:42,19:31,20:40
73,14/3/2017,6:00,6:10,7:24,13:29,16:42,19:31,20:40
74,15/3/2017,5:59,6:09,7:23,13:29,16:41,19:31,20:40
75,16/3/2017,5:59,6:09,7:23,13:28,16:40,19:31,20:40
76,17/3/2017,5:58,6:08,7:22,13:28,16:39,19:31,20:40
77,18/3/2017,5:58,6:08,7:22,13:28,16:39,19:31,20:40
78,19/3/2017,5:57,6:07,7:22,13:28,16:38,19:31,20:40
79,20/3/2017,5:57,6:07,7:21,13:27,16:37,19:30,20:40
80,21/3/2017,5:56,6:06,7:21,13:27,16:36,19:30,20:39
81,22/3/2017,5:56,6:06,7:20,13:27,16:35,19:30,20:39
82,23/3/2017,5:55,6:05,7:20,13:26,16:35,19:30,20:39
83,24/3/2017,5:55,6:05,7:19,13:26,16:34,19:30,20:39
84,25/3/2017,5:54,6:04,7:19,13:26,16:33,19:30,20:39
85,26/3/2017,5:54,6:04,7:18,13:25,16:32,19:30,20:39
86,27/3/2017,5:53,6:03,7:18,13:25,16:31,19:30,20:39
87,28/3/2017,5:53,6:03,7:17,13:25,16:30,19:29,20:39
88,29/3/2017,5:52,6:02,7:17,13:25,16:29,19:29,20:39
89,30/3/2017,5:52,6:02,7:16,13:24,16:29,19:29,20:39
90,31/3/2017,5:51,6:01,7:16,13:24,16:28,19:29,20:38
91,1/4/2017,5:51,6:01,7:15,13:24,16:29,19:28,20:37
92,2/4/2017,5:50,6:00,7:15,13:23,16:28,19:28,20:37
93,3/4/2017,5:50,6:00,7:14,13:23,16:27,19:28,20:37
94,4/4/2017,5:49,5:59,7:14,13:23,16:26,19:28,20:37
95,5/4/2017,5:49,5:59,7:14,13:23,16:25,19:27,20:37
96,6/4/2017,5:48,5:58,7:13,13:22,16:25,19:27,20:37
97,7/4/2017,5:48,5:58,7:13,13:22,16:25,19:27,20:37
98,8/4/2017,5:47,5:57,7:12,13:22,16:26,19:27,20:37
99,9/4/2017,5:47,5:57,7:12,13:21,16:26,19:27,20:37
100,10/4/2017,5:46,5:56,7:11,13:21,16:27,19:27,20:37
101,11/4/2017,5:45,5:55,7:11,13:21,16:27,19:27,20:37
102,12/4/2017,5:45,5:55,7:11,13:21,16:28,19:27,20:37
103,13/4/2017,5:44,5:54,7:10,13:20,16:28,19:27,20:37
104,14/4/2017,5:44,5:54,7:10,13:20,16:29,19:27,20:37
105,15/4/2017,5:43,5:53,7:09,13:20,16:29,19:27,20:37
106,16/4/2017,5:43,5:53,7:09,13:20,16:29,19:26,20:37
107,17/4/2017,5:42,5:52,7:08,13:19,16:30,19:26,20:37
108,18/4/2017,5:42,5:52,7:08,13:19,16:30,19:26,20:37
109,19/4/2017,5:41,5:51,7:08,13:19,16:31,19:26,20:37
110,20/4/2017,5:41,5:51,7:07,13:19,16:31,19:26,20:37
111,21/4/2017,5:40,5:50,7:07,13:19,16:31,19:26,20:37
112,22/4/2017,5:40,5:50,7:07,13:18,16:32,19:26,20:37
113,23/4/2017,5:40,5:50,7:06,13:18,16:32,19:26,20:37
114,24/4/2017,5:39,5:49,7:06,13:18,16:33,19:26,20:37
115,25/4/2017,5:39,5:49,7:06,13:18,16:33,19:26,20:37
116,26/4/2017,5:38,5:48,7:05,13:18,16:33,19:26,20:38
117,27/4/2017,5:38,5:48,7:05,13:17,16:34,19:26,20:38
118,28/4/2017,5:37,5:47,7:05,13:17,16:34,19:26,20:38
119,29/4/2017,5:37,5:47,7:04,13:17,16:34,19:26,20:38
120,30/4/2017,5:37,5:47,7:04,13:17,16:35,19:26,20:38
121,1/5/2017,5:37,5:47,7:04,13:17,16:34,19:26,20:38
122,2/5/2017,5:37,5:47,7:03,13:17,16:34,19:26,20:38
123,3/5/2017,5:36,5:46,7:03,13:17,16:35,19:26,20:38
124,4/5/2017,5:36,5:46,7:03,13:17,16:35,19:26,20:39
125,5/5/2017,5:36,5:46,7:03,13:17,16:35,19:26,20:39
126,6/5/2017,5:35,5:45,7:03,13:16,16:36,19:26,20:39
127,7/5/2017,5:35,5:45,7:02,13:16,16:36,19:26,20:39
128,8/5/2017,5:35,5:45,7:02,13:16,16:36,19:27,20:39
129,9/5/2017,5:34,5:44,7:02,13:16,16:37,19:27,20:40
130,10/5/2017,5:34,5:44,7:02,13:16,16:37,19:27,20:40
131,11/5/2017,5:34,5:44,7:02,13:16,16:37,19:27,20:40
132,12/5/2017,5:33,5:43,7:01,13:16,16:37,19:27,20:40
133,13/5/2017,5:33,5:43,7:01,13:16,16:38,19:27,20:41
134,14/5/2017,5:33,5:43,7:01,13:16,16:38,19:27,20:41
135,15/5/2017,5:33,5:43,7:01,13:16,16:38,19:27,20:41
136,16/5/2017,5:32,5:42,7:01,13:16,16:39,19:27,20:41
137,17/5/2017,5:32,5:42,7:01,13:16,16:39,19:28,20:42
138,18/5/2017,5:32,5:42,7:01,13:16,16:39,19:28,20:42
139,19/5/2017,5:32,5:42,7:01,13:16,16:40,19:28,20:42
140,20/5/2017,5:32,5:42,7:01,13:16,16:40,19:28,20:42
141,21/5/2017,5:31,5:41,7:01,13:16,16:40,19:28,20:43
142,22/5/2017,5:31,5:41,7:01,13:17,16:41,19:28,20:43
143,23/5/2017,5:31,5:41,7:01,13:17,16:41,19:29,20:43
144,24/5/2017,5:31,5:41,7:01,13:17,16:41,19:29,20:43
145,25/5/2017,5:31,5:41,7:00,13:17,16:41,19:29,20:44
146,26/5/2017,5:31,5:41,7:01,13:17,16:42,19:29,20:44
147,27/5/2017,5:31,5:41,7:01,13:17,16:42,19:29,20:44
148,28/5/2017,5:31,5:41,7:01,13:17,16:42,19:30,20:45
149,29/5/2017,5:30,5:40,7:01,13:17,16:43,19:30,20:45
150,30/5/2017,5:30,5:40,7:01,13:17,16:43,19:30,20:45
151,31/5/2017,5:30,5:40,7:01,13:18,16:43,19:30,20:46
152,1/6/2017,5:30,5:40,7:01,13:18,16:43,19:30,20:46
153,2/6/2017,5:30,5:40,7:01,13:18,16:43,19:31,20:46
154,3/6/2017,5:30,5:40,7:01,13:18,16:43,19:31,20:47
155,4/6/2017,5:30,5:40,7:01,13:18,16:43,19:31,20:47
156,5/6/2017,5:30,5:40,7:01,13:18,16:44,19:31,20:47
157,6/6/2017,5:30,5:40,7:01,13:19,16:44,19:32,20:47
158,7/6/2017,5:31,5:41,7:01,13:19,16:44,19:32,20:48
159,8/6/2017,5:31,5:41,7:02,13:19,16:45,19:32,20:48
160,9/6/2017,5:31,5:41,7:02,13:19,16:45,19:32,20:48
161,10/6/2017,5:31,5:41,7:02,13:19,16:45,19:33,20:49
162,11/6/2017,5:31,5:41,7:02,13:19,16:45,19:33,20:49
163,12/6/2017,5:31,5:41,7:02,13:20,16:46,19:33,20:49
164,13/6/2017,5:31,5:41,7:02,13:20,16:46,19:33,20:49
165,14/6/2017,5:31,5:41,7:03,13:20,16:46,19:33,20:50
166,15/6/2017,5:31,5:41,7:03,13:20,16:46,19:34,20:50
167,16/6/2017,5:32,5:42,7:03,13:21,16:47,19:34,20:50
168,17/6/2017,5:32,5:42,7:03,13:21,16:47,19:34,20:51
169,18/6/2017,5:32,5:42,7:03,13:21,16:47,19:34,20:51
170,19/6/2017,5:32,5:42,7:04,13:21,16:47,19:35,20:51
171,20/6/2017,5:32,5:42,7:04,13:21,16:48,19:35,20:51
172,21/6/2017,5:33,5:43,7:04,13:22,16:48,19:35,20:51
173,22/6/2017,5:33,5:43,7:04,13:22,16:48,19:35,20:52
174,23/6/2017,5:33,5:43,7:04,13:22,16:48,19:36,20:52
175,24/6/2017,5:33,5:43,7:05,13:22,16:48,19:36,20:52
176,25/6/2017,5:33,5:43,7:05,13:22,16:49,19:36,20:52
177,26/6/2017,5:34,5:44,7:05,13:23,16:49,19:36,20:52
178,27/6/2017,5:34,5:44,7:05,13:23,16:49,19:36,20:53
179,28/6/2017,5:34,5:44,7:05,13:23,16:49,19:36,20:53
180,29/6/2017,5:35,5:45,7:06,13:23,16:49,19:37,20:53
181,30/6/2017,5:35,5:45,7:06,13:23,16:49,19:37,20:53
182,1/7/2017,5:35,5:45,7:06,13:24,16:51,19:37,20:53
183,2/7/2017,5:35,5:45,7:06,13:24,16:51,19:37,20:53
184,3/7/2017,5:36,5:46,7:07,13:24,16:51,19:37,20:53
185,4/7/2017,5:36,5:46,7:07,13:24,16:51,19:37,20:53
186,5/7/2017,5:36,5:46,7:07,13:24,16:51,19:38,20:53
187,6/7/2017,5:36,5:46,7:07,13:25,16:51,19:38,20:54
188,7/7/2017,5:37,5:47,7:08,13:25,16:51,19:38,20:54
189,8/7/2017,5:37,5:47,7:08,13:25,16:51,19:38,20:54
190,9/7/2017,5:37,5:47,7:08,13:25,16:51,19:38,20:54
191,10/7/2017,5:38,5:48,7:08,13:25,16:51,19:38,20:54
192,11/7/2017,5:38,5:48,7:08,13:25,16:51,19:38,20:54
193,12/7/2017,5:38,5:48,7:09,13:25,16:51,19:38,20:54
194,13/7/2017,5:39,5:49,7:09,13:26,16:51,19:38,20:54
195,14/7/2017,5:39,5:49,7:09,13:26,16:51,19:38,20:53
196,15/7/2017,5:39,5:49,7:09,13:26,16:51,19:38,20:53
197,16/7/2017,5:39,5:49,7:09,13:26,16:51,19:38,20:53
198,17/7/2017,5:40,5:50,7:10,13:26,16:51,19:38,20:53
199,18/7/2017,5:40,5:50,7:10,13:26,16:51,19:38,20:53
200,19/7/2017,5:40,5:50,7:10,13:26,16:51,19:38,20:53
201,20/7/2017,5:41,5:51,7:10,13:26,16:50,19:38,20:53
202,21/7/2017,5:41,5:51,7:10,13:26,16:50,19:38,20:53
203,22/7/2017,5:41,5:51,7:10,13:26,16:50,19:38,20:52
204,23/7/2017,5:41,5:51,7:10,13:26,16:50,19:38,20:52
205,24/7/2017,5:42,5:52,7:11,13:26,16:50,19:38,20:52
206,25/7/2017,5:42,5:52,7:11,13:26,16:49,19:38,20:52
207,26/7/2017,5:42,5:52,7:11,13:26,16:49,19:38,20:52
208,27/7/2017,5:42,5:52,7:11,13:26,16:49,19:38,20:51
209,28/7/2017,5:43,5:53,7:11,13:26,16:49,19:37,20:51
210,29/7/2017,5:43,5:53,7:11,13:26,16:48,19:37,20:51
211,30/7/2017,5:43,5:53,7:11,13:26,16:48,19:37,20:51
212,31/7/2017,5:43,5:53,7:11,13:26,16:48,19:37,20:50
213,1/8/2017,5:42,5:52,7:11,13:26,16:47,19:37,20:50
214,2/8/2017,5:43,5:53,7:11,13:26,16:47,19:37,20:50
215,3/8/2017,5:43,5:53,7:11,13:26,16:46,19:36,20:49
216,4/8/2017,5:43,5:53,7:12,13:26,16:46,19:36,20:49
217,5/8/2017,5:43,5:53,7:12,13:26,16:46,19:36,20:49
218,6/8/2017,5:43,5:53,7:12,13:26,16:45,19:36,20:48
219,7/8/2017,5:43,5:53,7:12,13:26,16:45,19:35,20:48
220,8/8/2017,5:44,5:54,7:12,13:25,16:44,19:35,20:48
221,9/8/2017,5:44,5:54,7:12,13:25,16:43,19:35,20:47
222,10/8/2017,5:44,5:54,7:12,13:25,16:43,19:35,20:47
223,11/8/2017,5:44,5:54,7:12,13:25,16:42,19:34,20:46
224,12/8/2017,5:44,5:54,7:12,13:25,16:42,19:34,20:46
225,13/8/2017,5:44,5:54,7:12,13:25,16:41,19:34,20:46
226,14/8/2017,5:44,5:54,7:12,13:24,16:40,19:33,20:45
227,15/8/2017,5:44,5:54,7:12,13:24,16:40,19:33,20:45
228,16/8/2017,5:44,5:54,7:12,13:24,16:39,19:33,20:44
229,17/8/2017,5:44,5:54,7:11,13:24,16:38,19:32,20:44
230,18/8/2017,5:45,5:55,7:11,13:24,16:38,19:32,20:43
231,19/8/2017,5:45,5:55,7:11,13:23,16:37,19:31,20:43
232,20/8/2017,5:45,5:55,7:11,13:23,16:36,19:31,20:42
233,21/8/2017,5:45,5:55,7:11,13:23,16:35,19:31,20:42
234,22/8/2017,5:45,5:55,7:11,13:23,16:35,19:30,20:41
235,23/8/2017,5:45,5:55,7:11,13:22,16:34,19:30,20:41
236,24/8/2017,5:45,5:55,7:11,13:22,16:33,19:29,20:40
237,25/8/2017,5:45,5:55,7:11,13:22,16:32,19:29,20:40
238,26/8/2017,5:45,5:55,7:11,13:22,16:31,19:29,20:39
239,27/8/2017,5:45,5:55,7:11,13:21,16:30,19:28,20:39
240,28/8/2017,5:45,5:55,7:10,13:21,16:29,19:28,20:38
241,29/8/2017,5:45,5:55,7:10,13:21,16:28,19:27,20:37
242,30/8/2017,5:45,5:55,7:10,13:20,16:27,19:27,20:37
243,31/8/2017,5:44,5:54,7:10,13:20,16:26,19:26,20:36
244,1/9/2017,5:44,5:54,7:10,13:20,16:26,19:27,20:36
245,2/9/2017,5:44,5:54,7:10,13:19,16:25,19:26,20:35
246,3/9/2017,5:44,5:54,7:10,13:19,16:24,19:26,20:35
247,4/9/2017,5:44,5:54,7:09,13:19,16:23,19:25,20:34
248,5/9/2017,5:44,5:54,7:09,13:18,16:22,19:25,20:34
249,6/9/2017,5:44,5:54,7:09,13:18,16:21,19:24,20:33
250,7/9/2017,5:44,5:54,7:09,13:18,16:20,19:24,20:32
251,8/9/2017,5:44,5:54,7:09,13:17,16:21,19:23,20:32
252,9/9/2017,5:44,5:54,7:09,13:17,16:21,19:23,20:31
253,10/9/2017,5:44,5:54,7:08,13:17,16:21,19:22,20:31
254,11/9/2017,5:43,5:53,7:08,13:16,16:21,19:22,20:30
255,12/9/2017,5:43,5:53,7:08,13:16,16:22,19:21,20:30
256,13/9/2017,5:43,5:53,7:08,13:16,16:22,19:21,20:29
257,14/9/2017,5:43,5:53,7:08,13:15,16:22,19:20,20:28
258,15/9/2017,5:43,5:53,7:07,13:15,16:22,19:20,20:28
259,16/9/2017,5:43,5:53,7:07,13:15,16:23,19:19,20:27
260,17/9/2017,5:43,5:53,7:07,13:14,16:23,19:19,20:27
261,18/9/2017,5:42,5:52,7:07,13:14,16:23,19:18,20:26
262,19/9/2017,5:42,5:52,7:07,13:14,16:23,19:18,20:26
263,20/9/2017,5:42,5:52,7:06,13:13,16:23,19:17,20:25
264,21/9/2017,5:42,5:52,7:06,13:13,16:23,19:16,20:24
265,22/9/2017,5:42,5:52,7:06,13:12,16:23,19:16,20:24
266,23/9/2017,5:41,5:51,7:05,13:12,16:23,19:15,20:23
267,24/9/2017,5:41,5:51,7:05,13:11,16:24,19:15,20:23
268,25/9/2017,5:41,5:51,7:05,13:11,16:24,19:14,20:22
269,26/9/2017,5:41,5:51,7:05,13:11,16:24,19:14,20:22
270,27/9/2017,5:41,5:51,7:05,13:10,16:24,19:13,20:21
271,28/9/2017,5:40,5:50,7:05,13:10,16:24,19:13,20:21
272,29/9/2017,5:40,5:50,7:04,13:10,16:24,19:12,20:20
273,30/9/2017,5:40,5:50,7:04,13:09,16:24,19:12,20:20
274,1/10/2017,5:39,5:49,7:04,13:09,16:22,19:11,20:20
275,2/10/2017,5:39,5:49,7:04,13:09,16:22,19:11,20:20
276,3/10/2017,5:39,5:49,7:04,13:09,16:22,19:10,20:19
277,4/10/2017,5:38,5:48,7:04,13:08,16:22,19:10,20:19
278,5/10/2017,5:38,5:48,7:04,13:08,16:23,19:09,20:18
279,6/10/2017,5:38,5:48,7:03,13:08,16:23,19:09,20:18
280,7/10/2017,5:38,5:48,7:03,13:07,16:23,19:08,20:18
281,8/10/2017,5:38,5:48,7:03,13:07,16:23,19:08,20:17
282,9/10/2017,5:38,5:48,7:03,13:07,16:23,19:07,20:17
283,10/10/2017,5:38,5:48,7:03,13:07,16:23,19:07,20:16
284,11/10/2017,5:37,5:47,7:03,13:06,16:23,19:07,20:16
285,12/10/2017,5:37,5:47,7:03,13:06,16:23,19:06,20:16
286,13/10/2017,5:37,5:47,7:03,13:06,16:23,19:06,20:15
287,14/10/2017,5:37,5:47,7:03,13:06,16:23,19:05,20:15
288,15/10/2017,5:37,5:47,7:03,13:05,16:23,19:05,20:15
289,16/10/2017,5:37,5:47,7:03,13:05,16:23,19:05,20:14
290,17/10/2017,5:37,5:47,7:02,13:05,16:23,19:04,20:14
291,18/10/2017,5:37,5:47,7:02,13:05,16:23,19:04,20:14
292,19/10/2017,5:36,5:46,7:02,13:05,16:23,19:04,20:13
293,20/10/2017,5:36,5:46,7:02,13:04,16:23,19:03,20:13
294,21/10/2017,5:36,5:46,7:02,13:04,16:23,19:03,20:13
295,22/10/2017,5:36,5:46,7:02,13:04,16:23,19:03,20:13
296,23/10/2017,5:36,5:46,7:02,13:04,16:23,19:02,20:13
297,24/10/2017,5:36,5:46,7:02,13:04,16:23,19:02,20:12
298,25/10/2017,5:36,5:46,7:03,13:04,16:23,19:02,20:12
299,26/10/2017,5:36,5:46,7:03,13:04,16:23,19:02,20:12
300,27/10/2017,5:36,5:46,7:03,13:04,16:23,19:01,20:12
301,28/10/2017,5:36,5:46,7:03,13:04,16:23,19:01,20:12
302,29/10/2017,5:36,5:46,7:03,13:03,16:23,19:01,20:12
303,30/10/2017,5:36,5:46,7:03,13:03,16:23,19:01,20:12
304,31/10/2017,5:36,5:46,7:03,13:03,16:24,19:00,20:11
305,1/11/2017,5:36,5:46,7:02,13:03,16:25,19:00,20:11
306,2/11/2017,5:36,5:46,7:02,13:03,16:25,19:00,20:11
307,3/11/2017,5:36,5:46,7:02,13:03,16:25,19:00,20:11
308,4/11/2017,5:36,5:46,7:03,13:03,16:25,19:00,20:11
309,5/11/2017,5:36,5:46,7:03,13:03,16:25,19:00,20:11
310,6/11/2017,5:36,5:46,7:03,13:03,16:25,19:00,20:11
311,7/11/2017,5:36,5:46,7:03,13:04,16:25,19:00,20:11
312,8/11/2017,5:36,5:46,7:03,13:04,16:25,19:00,20:11
313,9/11/2017,5:36,5:46,7:04,13:04,16:26,19:00,20:11
314,10/11/2017,5:37,5:47,7:04,13:04,16:26,19:00,20:12
315,11/11/2017,5:37,5:47,7:04,13:04,16:26,19:00,20:12
316,12/11/2017,5:37,5:47,7:04,13:04,16:26,19:00,20:12
317,13/11/2017,5:37,5:47,7:05,13:04,16:26,19:00,20:12
318,14/11/2017,5:37,5:47,7:05,13:04,16:26,19:00,20:12
319,15/11/2017,5:37,5:47,7:05,13:05,16:27,19:00,20:12
320,16/11/2017,5:38,5:48,7:05,13:05,16:27,19:00,20:12
321,17/11/2017,5:38,5:48,7:06,13:05,16:27,19:00,20:13
322,18/11/2017,5:38,5:48,7:06,13:05,16:27,19:00,20:13
323,19/11/2017,5:38,5:48,7:06,13:05,16:27,19:00,20:13
324,20/11/2017,5:38,5:48,7:07,13:06,16:28,19:00,20:13
325,21/11/2017,5:39,5:49,7:07,13:06,16:28,19:00,20:13
326,22/11/2017,5:39,5:49,7:07,13:06,16:28,19:00,20:14
327,23/11/2017,5:39,5:49,7:08,13:06,16:29,19:01,20:14
328,24/11/2017,5:39,5:49,7:08,13:07,16:29,19:01,20:14
329,25/11/2017,5:40,5:50,7:09,13:07,16:29,19:01,20:15
330,26/11/2017,5:40,5:50,7:09,13:07,16:29,19:01,20:15
331,27/11/2017,5:40,5:50,7:09,13:08,16:30,19:02,20:15
332,28/11/2017,5:41,5:51,7:10,13:08,16:30,19:02,20:16
333,29/11/2017,5:41,5:51,7:10,13:08,16:30,19:02,20:16
334,30/11/2017,5:41,5:51,7:11,13:09,16:31,19:02,20:16
335,1/12/2017,5:42,5:52,7:11,13:09,16:31,19:04,20:18
336,2/12/2017,5:42,5:52,7:12,13:10,16:32,19:04,20:18
337,3/12/2017,5:43,5:53,7:12,13:10,16:32,19:04,20:19
338,4/12/2017,5:43,5:53,7:13,13:10,16:32,19:05,20:19
339,5/12/2017,5:43,5:53,7:13,13:11,16:33,19:05,20:19
340,6/12/2017,5:44,5:54,7:14,13:11,16:33,19:05,20:20
341,7/12/2017,5:44,5:54,7:14,13:12,16:34,19:06,20:20
342,8/12/2017,5:45,5:55,7:15,13:12,16:34,19:06,20:21
343,9/12/2017,5:45,5:55,7:15,13:13,16:34,19:07,20:21
344,10/12/2017,5:45,5:56,7:16,13:13,16:35,19:07,20:22
345,11/12/2017,5:46,5:56,7:16,13:13,16:35,19:07,20:22
346,12/12/2017,5:46,5:56,7:17,13:14,16:36,19:08,20:23
347,13/12/2017,5:47,5:57,7:17,13:14,16:36,19:08,20:23
348,14/12/2017,5:47,5:57,7:18,13:15,16:37,19:09,20:24
349,15/12/2017,5:48,5:58,7:18,13:15,16:37,19:09,20:24
350,16/12/2017,5:48,5:58,7:19,13:16,16:38,19:10,20:25
351,17/12/2017,5:49,5.59,7:19,13:16,16:38,19:10,20:25
352,18/12/2017,5:49,5.59,7:20,13:17,16:39,19:11,20:25
353,19/12/2017,5:50,6:00,7:20,13:17,16:39,19:11,20:26
354,20/12/2017,5:50,6:00,7:21,13:18,16:40,19:12,20:26
355,21/12/2017,5:51,6:01,7:21,13:18,16:40,19:12,20:27
356,22/12/2017,5:51,6:01,7:22,13:19,16:41,19:12,20:27
357,23/12/2017,5:52,6:02,7:22,13:19,16:41,19:13,20:28
358,24/12/2017,5:52,6:02,7:23,13:20,16:42,19:13,20:28
359,25/12/2017,5:53,6:03,7:23,13:20,16:42,19:14,20:29
360,26/12/2017,5:53,6:03,7:23,13:21,16:42,19:14,20:29
361,27/12/2017,5:54,6:04,7:24,13:21,16:43,19:15,20:30
362,28/12/2017,5:54,6:04,7:24,13:22,16:43,19:15,20:30
363,29/12/2017,5:55,6:05,7:25,13:22,16:44,19:16,20:31
364,30/12/2017,5:55,6:05,7:25,13:23,16:44,19:16,20:31
365,31/12/2017,5:55,6:05,7:26,13:23,16:45,19:17,20:32
